1	0.797209469
2	0.989838095
3	0.446668151
4	0.58321278
5	0.375126193
6	0.136759209
7	0.966003528
8	0.134517814
9	0.689295552
10	0.814812506
11	0.098421345
12	0.907848349
13	0.49521172
14	0.154362367
15	0.707609881
16	0.945613323
17	0.350005384
18	0.815139304
19	0.153529644
20	0.428241403
21	0.595019778
22	0.843118675
23	0.889797975
24	0.851977306
25	0.416549519
26	0.022371859
27	0.735662432
28	0.126228883
29	0.182441151
30	0.307414391
31	0.865892305
32	0.28850139
33	0.980766744
34	0.805625125
35	0.257779982
36	0.392806826
37	0.14363261
38	0.324390943
39	0.4787223
40	0.301626878
41	0.534266727
42	0.857330398
43	0.084019622
44	0.753619105
45	0.826746354
46	0.897269867
47	0.05809954
48	0.119693061
49	0.283729349
50	0.977461812
51	0.817243977
52	0.15049776
53	0.507795047
54	0.72216537
55	0.521472154
56	0.167407849
57	0.68871393
58	0.184515683
59	0.234514464
60	0.210202848
61	0.898932997
62	0.598003306
63	0.307445572
64	0.527362589
65	0.522058526
66	0.748497717
67	0.020243158
68	0.589805802
69	0.427275138
70	0.018436013
71	0.681943329
72	0.377632418
73	0.848927535
74	0.579553637
75	0.897902962
76	0.351409371
77	0.635448247
78	0.795250641
79	0.491956095
80	0.34151762
81	0.634010972
82	0.490294243
83	0.640341292
84	0.488938323
85	0.899476423
86	0.517162744
87	0.632768645
88	0.402563693
89	0.307262349
90	0.461526135
91	0.347926439
92	0.44997036
93	0.155818708
94	0.589154561
95	0.654821099
96	0.682434342
97	0.36495694
98	0.912803231
99	0.674303757
100	0.20321435
101	0.64173809
102	0.102963426
103	0.686703917
104	0.272127116
105	0.866587207
106	0.990184133
107	0.105110794
108	0.156972767
109	0.518760919
110	0.896415719
111	0.527464599
112	0.216078866
113	0.44416408
114	0.211925124
115	0.134549048
116	0.676914125
117	0.62513902
118	0.058484942
119	0.504912713
120	0.25541002
121	0.671981265
122	0.959374607
123	0.20424896
124	0.403273297
125	0.21664524
126	0.667301024
127	0.820310029
128	0.883059226
129	0.077402461
130	0.068943469
131	0.495002779
132	0.743848713
133	0.558055308
134	0.26686313
135	0.333098146
136	0.78133076
137	0.906858822
138	0.488016241
139	0.115213968
140	0.522611985
141	0.927401903
142	0.072567371
143	0.888829886
144	0.449628885
145	0.938875498
146	0.497479376
147	0.593388726
148	0.623236801
149	0.154088166
150	0.197045661
151	0.193208214
152	0.158218317
153	0.581367012
154	0.015737813
155	0.064064499
156	0.347906193
157	0.393410277
158	0.999774225
159	0.829290696
160	0.311653218
161	0.504355118
162	0.589059054
163	0.552422321
164	0.578055158
165	0.611378714
166	0.17393951
167	0.265155612
168	0.099022645
169	0.954458354
170	0.720492232
171	0.096117298
172	0.901342835
173	0.674619129
174	0.02731694
175	0.976898337
176	0.130765887
177	0.823432375
178	0.52267836
179	0.905598495
180	0.717611447
181	0.154220684
182	0.455511936
183	0.322410423
184	0.45077787
185	0.534306901
186	0.13596599
187	0.267446714
188	0.280649588
189	0.462944727
190	0.50247387
191	0.210553516
192	0.965328849
193	0.204755553
